Cod_Div,Municipio,Humedad
54347,HERRÁN,88.85499999999999
54377,LABATECA,92.0475
54385,LA ESPERANZA,90.67625000000001
54398,LA PLAYA,88.73625
54405,LOS PATIOS,70.61625000000001
54418,LOURDES,82.5175
54480,MUTISCUA,91.27125
54498,OCAÑA,89.2375
54518,PAMPLONA,90.51375
54520,PAMPLONITA,89.6275
54553,PUERTO SANTANDER,82.9325
54599,RAGONVALIA,83.7175
54660,SALAZAR,81.01375
63001,ARMENIA,91.74125000000001
63111,BUENAVISTA,92.14375
63130,CALARCÁ,92.09
63190,CIRCASIA,92.025
63212,CÓRDOBA,92.44125
63272,FILANDIA,91.7875
63302,GÉNOVA,92.0375
63401,LA TEBAIDA,91.02125
63470,MONTENEGRO,91.1125
63548,PIJAO,92.69375
63594,QUIMBAYA,90.9875
63690,SALENTO,92.47
66001,PEREIRA,91.10499999999999
66045,APÍA,93.1725
66075,BALBOA,91.85625
66088,BELÉN DE UMBRÍA,92.5
66170,DOSQUEBRADAS,91.35125000000001
66318,GUÁTICA,92.285
66383,LA CELIA,93.1725
66400,LA VIRGINIA,90.7825
66440,MARSELLA,90.26124999999999
66456,MISTRATÓ,93.63374999999999
66572,PUEBLO RICO,95.4475
66594,QUINCHÍA,91.81375
68001,BUCARAMANGA,88.8125
68013,AGUADA,89.74249999999999
68020,ALBANIA,90.95625
68051,ARATOCA,84.74375
68077,BARBOSA,90.55125000000001
68079,BARICHARA,85.77374999999999
68081,BARRANCABERMEJA,87.49125000000001
68092,BETULIA,86.65
68101,BOLÍVAR,93.23125
68121,CABRERA,86.36749999999999
68132,CALIFORNIA,88.61749999999999
68147,CAPITANEJO,82.6225
68152,CARCASÍ,87.10125000000001
68160,CEPITÁ,84.29875
68162,CERRITO,89.05
68167,CHARALÁ,89.56125
68169,CHARTA,88.37875
68176,CHIMA,89.9425
68179,CHIPATÁ,91.16625
68190,CIMITARRA,85.675
68207,CONCEPCIÓN,88.20750000000001
68209,CONFINES,88.41749999999999
68211,CONTRATACIÓN,90.365
68217,COROMORO,90.1925
68229,CURITÍ,86.35625
68235,EL CARMEN DE CHUCURÍ,92.13374999999999
68245,EL GUACAMAYO,89.86875
68250,EL PEÑÓN,91.96124999999999
68255,EL PLAYÓN,90.60499999999999
68264,ENCINO,89.06375
68266,ENCISO,85.9025
68271,FLORIÁN,91.3875
68276,FLORIDABLANCA,88.97875
68296,GALÁN,86.80375000000001
68298,GÁMBITA,88.675
68307,GIRÓN,88.54625
68318,GUACA,87.41375000000001
68320,GUADALUPE,89.64500000000001
68322,GUAPOTÁ,89.285
68324,GUAVATÁ,92.115
68327,GÜEPSA,90.49625
68344,HATO,88.32875
68368,JESÚS MARÍA,91.62125
68370,JORDÁN,84.24125000000001
68377,LA BELLEZA,91.38624999999999
68385,LANDÁZURI,89.11125
68397,LA PAZ,90.04375
68406,LEBRIJA,88.56375
68418,LOS SANTOS,84.38
68425,MACARAVITA,84.85875
68432,MÁLAGA,85.8375
68444,MATANZA,88.26625
68464,MOGOTES,87.79625
68468,MOLAGAVITA,84.6625
68498,OCAMONTE,89.2325
68500,OIBA,89.22
68502,ONZAGA,82.37375
68522,PALMAR,87.85
68524,PALMAS DEL SOCORRO,88.54249999999999
68533,PÁRAMO,88.235
68547,PIEDECUESTA,89.34625
68549,PINCHOTE,87.0675
68572,PUENTE NACIONAL,90.76375
68573,PUERTO PARRA,85.03125
68575,PUERTO WILCHES,88.25625
68615,RIONEGRO,89.175
68655,SABANA DE TORRES,88.385
68669,SAN ANDRÉS,86.28
68673,SAN BENITO,89.64
70110,BUENAVISTA,87.9425
70124,CAIMITO,90.1225
70204,COLOSÓ,89.16375000000001
70215,COROZAL,89.40625
70221,COVEÑAS,85.47125
70230,CHALÁN,89.61
70233,EL ROBLE,89.0125
70235,GALERAS,88.34125
70265,GUARANDA,89.81625
70400,LA UNIÓN,89.495
70418,LOS PALMITOS,89.52625
70429,MAJAGUAL,89.87375
70473,MORROA,89.38875
70508,OVEJAS,89.8125
70523,PALMITO,88.66
70670,SAMPUÉS,89.38250000000001
70678,SAN BENITO ABAD,90.525
73001,IBAGUÉ,87.3175
73024,ALPUJARRA,72.54249999999999
73026,ALVARADO,80.58875
73030,AMBALEMA,79.9675
73043,ANZOÁTEGUI,86.56125
73055,ARMERO,81.2775
73067,ATACO,75.075
73124,CAJAMARCA,92.86749999999999
73148,CARMEN DE APICALÁ,79.21375
73152,CASABIANCA,89.75874999999999
73168,CHAPARRAL,79.80625
73200,COELLO,78.08375
73217,COYAIMA,73.48875000000001
73226,CUNDAY,81.12125
73236,DOLORES,74.1275
73268,ESPINAL,77.24
73270,FALAN,83.55375000000001
73275,FLANDES,77.72875
73283,FRESNO,86.22999999999999
73319,GUAMO,74.61749999999999
73347,HERVEO,92.55125000000001
73349,HONDA,81.7775
73352,ICONONZO,83.51
73408,LÉRIDA,82.47625000000001
73411,LÍBANO,86.78875000000001
73449,MELGAR,80.3025
73461,MURILLO,92.26625
73483,NATAGAIMA,70.75750000000001
73504,ORTEGA,75.58500000000001
73520,PALOCABILDO,85.32000000000001
73547,PIEDRAS,79.36875
73555,PLANADAS,85.29249999999999
73563,PRADO,74.32000000000001
73585,PURIFICACIÓN,74.41375000000001
73616,RIOBLANCO,83.705
73622,RONCESVALLES,90.25750000000001
73624,ROVIRA,85.04875
73671,SALDAÑA,72.985
73675,SAN ANTONIO,85.28999999999999
76001,CALI,85.78
76020,ALCALÁ,90.88125
76036,ANDALUCÍA,88.64874999999999
76041,ANSERMANUEVO,89.55875
76054,ARGELIA,92.50750000000001
76100,BOLÍVAR,90.02374999999999
76109,BUENAVENTURA,94.28625
76111,GUADALAJARA DE BUGA,88.80625
76113,BUGALAGRANDE,88.58125
76122,CAICEDONIA,91.04125
76126,CALIMA,93.16125
76130,CANDELARIA,85.72999999999999
76147,CARTAGO,89.29875
76233,DAGUA,94.76875
76243,EL ÁGUILA,92.35249999999999
76246,EL CAIRO,96.01375
76248,EL CERRITO,87.85499999999999
76250,EL DOVIO,94.0775
76275,FLORIDA,87.05125000000001
76306,GINEBRA,88.345
76318,GUACARÍ,88.71124999999999
76364,JAMUNDÍ,86.57000000000001
76377,LA CUMBRE,89.9525
76400,LA UNIÓN,91.1725
76403,LA VICTORIA,89.66749999999999
76497,OBANDO,89.05499999999999
76520,PALMIRA,86.08375
76563,PRADERA,86.5725
76606,RESTREPO,91.375
76616,RIOFRÍO,89.4275
76622,ROLDANILLO,90.91625
81001,ARAUCA,93.75625
81065,ARAUQUITA,93.65125
81220,CRAVO NORTE,88.95625
81300,FORTUL,91.705
81591,PUERTO RONDÓN,90.60875
85010,AGUAZUL,90.88374999999999
85015,CHÁMEZA,92.775
85125,HATO COROZAL,88.87625
85136,LA SALINA,89.08375
85139,MANÍ,88.5
85162,MONTERREY,91.03
85225,NUNCHÍA,91.015
85230,OROCUÉ,87.0975
85250,PAZ DE ARIPORO,89.0275
85263,PORE,89.16125
85279,RECETOR,92.61875
85300,SABANALARGA,91.8925
85315,SÁCAMA,90.1275
86001,MOCOA,92.98375
86219,COLÓN,95.95375
86320,ORITO,90.23125
86568,PUERTO ASÍS,90.28999999999999
86569,PUERTO CAICEDO,90.0775
86571,PUERTO GUZMÁN,89.52875
86573,PUERTO LEGUÍZAMO,91.8225
88000,SAN ANDRÉS,81.61875
88564,PROVIDENCIA,80.0725
91001,LETICIA,89.33125
91263,EL ENCANTO,90.285
91405,LA CHORRERA,89.935
91407,LA PEDRERA,87.56
91460,MIRITÍ - PARANÁ,87.44375
91530,PUERTO ALEGRÍA,89.9725
91536,PUERTO ARICA,88.6725
91540,PUERTO NARIÑO,87.97875
91669,PUERTO SANTANDER,87.775
94001,INÍRIDA,89.70625
94343,BARRANCO MINAS,87.52875
94663,MAPIRIPANA,88.08624999999999
94884,PUERTO COLOMBIA,89.0325
94885,LA GUADALUPE,89.2025
94886,CACAHUAL,88.82625
94887,PANA PANA,88.33624999999999
94888,MORICHAL,86.30875
95015,CALAMAR,93.07875
95025,EL RETORNO,92.22
95200,MIRAFLORES,89.63624999999999
97001,MITÚ,87.53875000000001
97161,CARURÚ,87.385
97511,PACOA,88.73125
97777,PAPUNAHUA,88.66375000000001
99524,LA PRIMAVERA,88.55375000000001
99773,CUMARIBO,88.76375
05042,SANTA FÉ DE ANTIOQUIA,89.7675
05649,SAN CARLOS,90.115
05652,SAN FRANCISCO,90.5325
05656,SAN JERÓNIMO,88.99625
05658,SAN JOSÉ DE LA MONTAÑA,93.67
05659,SAN JUAN DE URABÁ,87.045
05660,SAN LUIS,89.10125000000001
05664,SAN PEDRO DE LOS MILAGROS,91.8425
05665,SAN PEDRO DE URABÁ,89.85499999999999
05667,SAN RAFAEL,91.06
05670,SAN ROQUE,91.8925
05674,SAN VICENTE FERRER,92.63
05679,SANTA BÁRBARA,91.965
05686,SANTA ROSA DE OSOS,93.51875
05690,SANTO DOMINGO,92.7775
05736,SEGOVIA,89.99375
05756,SONSÓN,94.295
05761,SOPETRÁN,88.7525
05789,TÁMESIS,91.60499999999999
05790,TARAZÁ,90.2675
05792,TARSO,91.12875
05809,TITIRIBÍ,90.01625
05819,TOLEDO,93.8375
05837,TURBO,86.72375
05842,URAMITA,94.66625
05847,URRAO,93.9225
05854,VALDIVIA,93.5
05856,VALPARAÍSO,92.1125
05858,VEGACHÍ,91.20750000000001
05861,VENECIA,90.21875
05873,VIGÍA DEL FUERTE,93.0325
05885,YALÍ,91.16
05887,YARUMAL,94.53
05890,YOLOMBÓ,91.9525
05893,YONDÓ,87.075
05895,ZARAGOZA,87.21875
08675,SANTA LUCÍA,84.575
08685,SANTO TOMÁS,84.56625
08758,SOLEDAD,83.2525
08770,SUAN,83.95125
08832,TUBARÁ,83.70125
08849,USIACURÍ,85.83125
13620,SAN CRISTÓBAL,85.70375
13647,SAN ESTANISLAO,86.345
13650,SAN FERNANDO,89.4125
13654,SAN JACINTO,88.66125
13655,SAN JACINTO DEL CAUCA,90.39625
13657,SAN JUAN NEPOMUCENO,87.61875
13667,SAN MARTÍN DE LOBA,88.95
13670,SAN PABLO,88.715
13673,SANTA CATALINA,84.06
13683,SANTA ROSA,84.5875
13688,SANTA ROSA DEL SUR,89.34875
13744,SIMITÍ,87.94125
13760,SOPLAVIENTO,86.19125
13780,TALAIGUA NUEVO,88.03999999999999
13810,TIQUISIO,89.655
13836,TURBACO,84.67999999999999
13838,TURBANÁ,85.18625
13873,VILLANUEVA,86.60249999999999
13894,ZAMBRANO,86.97375
15001,TUNJA,87.0025
15407,VILLA DE LEYVA,85.9975
15660,SAN EDUARDO,93.34375
15664,SAN JOSÉ DE PARE,90.05
15667,SAN LUIS DE GACENO,91.9125
15673,SAN MATEO,84.04249999999999
15676,SAN MIGUEL DE SEMA,84.54625
15681,SAN PABLO DE BORBUR,91.4825
15686,SANTANA,89.375
15690,SANTA MARÍA,92.6975
15693,SANTA ROSA DE VITERBO,83.79875
15696,SANTA SOFÍA,87.79249999999999
15720,SATIVANORTE,81.51375
15723,SATIVASUR,82.02625
15740,SIACHOQUE,88.965
15753,SOATÁ,80.6625
15755,SOCOTÁ,85.34125
15757,SOCHA,84.3575
15759,SOGAMOSO,84.20125
15761,SOMONDOCO,93.71000000000001
15762,SORA,85.61
15763,SOTAQUIRÁ,86.6275
15764,SORACÁ,87.60875
15774,SUSACÓN,80.1575
15776,SUTAMARCHÁN,86.18875
15778,SUTATENZA,93.52374999999999
15790,TASCO,85.10625
15798,TENZA,93.39625
15804,TIBANÁ,91.0725
15806,TIBASOSA,81.61625000000001
15808,TINJACÁ,85.52875
15810,TIPACOQUE,81.27875
15814,TOCA,87.95125
15816,TOGÜÍ,89.12875
15820,TÓPAGA,86.99375
15822,TOTA,86.73375
15832,TUNUNGUÁ,90.95125
15835,TURMEQUÉ,89.7525
15837,TUTA,86.84375
15839,TUTAZÁ,84.1075
15842,ÚMBITA,92.5125
15861,VENTAQUEMADA,87.89
15879,VIRACACHÁ,89.635
15897,ZETAQUIRA,93.1
17665,SAN JOSÉ,90.52374999999999
17777,SUPÍA,93.0275
17867,VICTORIA,85.44500000000001
17873,VILLAMARÍA,93.44375
17877,VITERBO,91.69125
18610,SAN JOSÉ DEL FRAGUA,92.0125
18753,SAN VICENTE DEL CAGUÁN,88.73875000000001
18756,SOLANO,90.22375
18785,SOLITA,90.94
18860,VALPARAÍSO,90.29625
19693,SAN SEBASTIÁN,91.565
19698,SANTANDER DE QUILICHAO,86.83250000000001
19701,SANTA ROSA,95.505
19743,SILVIA,90.82374999999999
19760,SOTARA,89.16749999999999
19780,SUÁREZ,91.0175
19785,SUCRE,83.81625
19807,TIMBÍO,88.10249999999999
19809,TIMBIQUÍ,90.36875
19821,TORIBÍO,90.88374999999999
19824,TOTORÓ,90.215
19845,VILLA RICA,85.9125
20001,VALLEDUPAR,81.875
20750,SAN DIEGO,84.10499999999999
20770,SAN MARTÍN,87.67875000000001
20787,TAMALAMEQUE,86.51875
23675,SAN BERNARDO DEL VIENTO,83.70625
23678,SAN CARLOS,89.55
23682,SAN JOSÉ DE URÉ,89.52875
23686,SAN PELAYO,89.75125
23807,TIERRALTA,89.54625
23815,TUCHÍN,89.55875
23855,VALENCIA,88.2875
25506,VENECIA,87.1525
25649,SAN BERNARDO,85.85249999999999
25653,SAN CAYETANO,89.36625000000001
25658,SAN FRANCISCO,87.64125
25662,SAN JUAN DE RIOSECO,82.66
25718,SASAIMA,87.7
25736,SESQUILÉ,87.66625
25740,SIBATÉ,82.38
25743,SILVANIA,81.8
25745,SIMIJACA,87.125
25754,SOACHA,83.61
25758,SOPÓ,86.03125
25769,SUBACHOQUE,86.255
25772,SUESCA,87.27000000000001
25777,SUPATÁ,88.51375
25779,SUSA,86.03125
25781,SUTATAUSA,86.80125000000001
25785,TABIO,85.52875
25793,TAUSA,86.89874999999999
25797,TENA,82.49875
25799,TENJO,85.655
25805,TIBACUY,81.44375
25807,TIBIRITA,93.02125
25815,TOCAIMA,78.01124999999999
25817,TOCANCIPÁ,86.22875
25823,TOPAIPÍ,91.61625000000001
25839,UBALÁ,94.83375
25841,UBAQUE,91.79625
25843,VILLA DE SAN DIEGO DE UBATÉ,86.35
25845,UNE,91.2175
25851,ÚTICA,89.91125
25862,VERGARA,89.46000000000001
25867,VIANÍ,84.58624999999999
25871,VILLAGÓMEZ,90.8125
25873,VILLAPINZÓN,89.9875
25875,VILLETA,88.4375
25878,VIOTÁ,78.60249999999999
25885,YACOPÍ,91.965
25898,ZIPACÓN,84.49
25899,ZIPAQUIRÁ,84.825
27660,SAN JOSÉ DEL PALMAR,96.38374999999999
27745,SIPÍ,95.76124999999999
27787,TADÓ,94.66125
27800,UNGUÍA,91.49125000000001
27810,UNIÓN PANAMERICANA,95.18625
41676,SANTA MARÍA,80.12625
41770,SUAZA,90.9675
41791,TARQUI,86.8275
41797,TESALIA,79.4625
41799,TELLO,73.71000000000001
41801,TERUEL,74.46000000000001
41807,TIMANÁ,90.60875
41872,VILLAVIEJA,67.435
41885,YAGUARÁ,71.74249999999999
44650,SAN JUAN DEL CESAR,81.39874999999999
44847,URIBIA,62.085
44855,URUMITA,87.01124999999999
44874,VILLANUEVA,86.1075
47001,SANTA MARTA,82.84375
47692,SAN SEBASTIÁN DE BUENAVISTA,89.16625
47703,SAN ZENÓN,88.47
47707,SANTA ANA,87.92625000000001
47720,SANTA BÁRBARA DE PINTO,87.33624999999999
47745,SITIONUEVO,84.2225
47798,TENERIFE,86.19874999999999
47960,ZAPAYÁN,83.57875
47980,ZONA BANANERA,84.07875
50001,VILLAVICENCIO,91.075
50370,URIBE,93.14375
50680,SAN CARLOS DE GUAROA,90.47125
50683,SAN JUAN DE ARAMA,91.97999999999999
50686,SAN JUANITO,94.38
50689,SAN MARTÍN,88.57124999999999
50711,VISTAHERMOSA,91.8075
52683,SANDONÁ,87.36625000000001
52685,SAN BERNARDO,87.30875
52687,SAN LORENZO,82.4875
52693,SAN PABLO,85.095
52694,SAN PEDRO DE CARTAGO,84.75
52696,SANTA BÁRBARA,91.82625
52699,SANTACRUZ,90.93125
52720,SAPUYES,89.19624999999999
52786,TAMINANGO,82.3475
52788,TANGUA,90.15875
52838,TÚQUERRES,89.30499999999999
52885,YACUANQUER,89.70875
54670,SAN CALIXTO,88.875
54673,SAN CAYETANO,74.40125
54680,SANTIAGO,77.24375
54720,SARDINATA,83.0125
54743,SILOS,91.55125000000001
54800,TEORAMA,88.99125000000001
54810,TIBÚ,85.40875
54820,TOLEDO,92.02875
54871,VILLA CARO,88.77875
54874,VILLA DEL ROSARIO,71.55125000000001
66682,SANTA ROSA DE CABAL,91.825
66687,SANTUARIO,93.29249999999999
68679,SAN GIL,86.965
68682,SAN JOAQUÍN,84.4075
68684,SAN JOSÉ DE MIRANDA,84.80625
68686,SAN MIGUEL,85.2475
68689,SAN VICENTE DE CHUCURÍ,88.57875
68705,SANTA BÁRBARA,89.5375
68720,SANTA HELENA DEL OPÓN,90.07000000000001
68745,SIMACOTA,89.56625
68755,SOCORRO,87.60375
68770,SUAITA,89.39375
68773,SUCRE,92.15625
68780,SURATÁ,88.2825
68820,TONA,88.74249999999999
68855,VALLE DE SAN JOSÉ,88.135
68861,VÉLEZ,92.0475
68867,VETAS,89.6425
68872,VILLANUEVA,85.30375000000001
68895,ZAPATOCA,85.69125
70001,SINCELEJO,89.3075
70678,SAN BENITO ABAD,88.6890625
70702,SAN JUAN DE BETULIA,89.2675
70708,SAN MARCOS,90.2175
70713,SAN ONOFRE,87.4375
70717,SAN PEDRO,88.31125
70742,SAN LUIS DE SINCÉ,88.7825
70771,SUCRE,91.54125
70820,SANTIAGO DE TOLÚ,85.69
70823,TOLÚ VIEJO,88.71124999999999
73443,SAN SEBASTIÁN DE MARIQUITA,83.45375
73678,SAN LUIS,78.10875
73686,SANTA ISABEL,88.41625
73770,SUÁREZ,77.60875
73854,VALLE DE SAN JUAN,80.27875
73861,VENADILLO,83.22625000000001
73870,VILLAHERMOSA,89.56875
73873,VILLARRICA,86.07875
76670,SAN PEDRO,87.93125
76736,SEVILLA,89.55625
76823,TORO,90.81125
76828,TRUJILLO,90.84875
76834,TULUÁ,88.46875
76845,ULLOA,91.25625
76863,VERSALLES,93.8575
76869,VIJES,88.09
76890,YOTOCO,89.9975
76892,YUMBO,85.65
76895,ZARZAL,89.54875
81736,SARAVENA,92.135
81794,TAME,89.27250000000001
85001,YOPAL,91.2525
85325,SAN LUIS DE PALENQUE,89.58875
85400,TÁMARA,90.46000000000001
85410,TAURAMENA,90.7825
85430,TRINIDAD,89.50375
85440,VILLANUEVA,89.9
86749,SIBUNDOY,95.53
86755,SAN FRANCISCO,95.04875
86757,SAN MIGUEL,89.8075
86760,SANTIAGO,96.095
86865,VALLE DEL GUAMUEZ,89.935
86885,VILLAGARZÓN,91.05375000000001
91798,TARAPACÁ,88.91499999999999
94883,SAN FELIPE,89.84875
95001,SAN JOSÉ DEL GUAVIARE,91.69125
97666,TARAIRA,87.83624999999999
97889,YAVARATÉ,87.94197530864197
99624,SANTA ROSALÍA,87.5
CC,CARIBE CENTRO,82.68720930232558
CE,CARIBE ORIENTE,86.81046511627906
CO,CARIBE OCCIDENTE,78.46511627906976
PC,PACÍFICO CENTRO,87.28488372093024
PN,PACÍFICO NORTE,85.76744186046511
PS,PACÍFICO SUR,80.47441860465116
